"25","36","81","128","171","237","1251","1254","2499","13","19","141","158","170","1247","2779","28","179","1173","1249","1774","2823","20","145","175","318","366","379","577","732","735","1245","2555","107","280","378","443","1225","1261","111","294","370","698","702","827","838","1227","1645","21","23","206","285","364","595","693","849","1384","2730","209","419","692","1409","2787","319","598","704","706","1118","1385","1584","2395","392","599","691","989","1644","208","386","1461","2742","2964","210","272","447","700","811","1226","1445","532","836","1185","1698","2386","309","414","424","843","1255","1978","2776","2892","690","696","1776","229","335","363","389","529","641","667","720","737","1378","1585","1999","2496","2497","2528","68","136","1777","167","385","438","444","583","620","807","1145","1181","1980","410","642","1250","1321","1591","2739","203","268","306","733","1144","1568","1628","185","336","384","695","715","1562","2246","2641","2721","2743","154","223","383","411","480","582","586","712","714","831","1143","1228","1670","39","43","372","496","988","1151","1386","1632","2167","2245","2700","2766","137","257","348","526","527","566","694","724","745","1139","1290","1408","1446","2969","156","178","271","433","442","485","Patient.Type"
151,6,28,21,15,15,8,6,30,38,68,36,17,10,8,30,16,0,55,19,2,7,31,19,0,0,0,6,102,5,9,15,0,8,23,66,0,128,8,61,31,2,379,167,26,50,6,42,82,0,0,0,36,47,477,11,0,12,49,157,57,0,2,8,20,140,25,10,0,21,4,0,17,158,10,54,1,0,0,30,16,0,4,9,89,48,29,0,0,0,55,7,21,0,0,9,0,8,25,2,0,82,21,0,0,0,18,0,8,0,44,4,0,20,11,10,0,0,0,15,16,14,42,0,0,0,14,0,6,1,0,8,0,4,3,0,8,13,0,18,0,0,0,0,0,17,71,4,6,0,6,9,6,17,7,2,17,4,2,6,5,6,5,0,7,1,9,10,0,9,3,0,10,0,0,17,4,3,4,0,1,2,1,0,2,5,37,39,8,0,0,0,0,31,2,8,2,0,0,4,"C"
41,10,52,37,21,16,11,4,99,23,66,0,23,4,13,99,6,118,78,52,85,19,4,221,3,2531,10,6,10,7,10,29,10,53,33,12,0,30,6,5,0,5,306,136,8,7,3,26,30,4,12,6,9,24,374,0,3,0,2,72,125,4,13,4,5,92,15,3,3,6,1,4,25,182,3,4,0,25,5,6,11,3,5,3,89,17,46,2,3,0,23,7,0,0,0,0,0,11,10,3,0,0,0,5,0,0,0,0,8,0,14,0,6,4,5,2,8,4,0,0,0,8,0,3,0,0,0,0,4,0,2,0,0,0,11,0,4,4,0,0,0,7,0,1,15,0,0,0,0,0,0,7,14,3,3,0,0,0,6,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,9,0,8,0,12,0,0,0,0,0,3,6,0,1,"C"
23,19,37,13,7,8,5,1,108,1001,91,10,86,10,7,108,2,20,1231,7,12,445,8,2,43,2773,4,4,7,5,2,2,0,21,21,0,4,63,4,20,2,0,128,64,2,10,2,0,33,0,12,36,8,22,183,2,3,4,5,32,31,7,4,14,2,35,5,2,3,2,2,0,7,0,2,4,4,5,0,5,9,7,0,0,25,2,7,11,0,11,9,5,0,0,6,9,4,0,0,4,1,5,27,0,16,0,0,0,3,0,9,0,0,0,2,1,0,0,0,16,5,5,0,0,1,0,5,0,0,5,1,1,0,0,5,36,4,2,0,12,6,5,5,0,2,0,0,0,28,21,0,13,2,0,2,4,2,0,1,0,2,6,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,26,3,4,0,0,0,0,0,0,0,1,4,0,0,"C"
286,8,87,21,14,12,2,2,79,749,68,7,74,7,3,79,10,40,848,3,89,2,7,2,10,2192,7,4,10,9,16,2,9,23,39,9,8,40,2,3,0,6,281,136,4,27,1,24,35,0,10,29,17,24,282,0,0,2,10,52,7,13,15,10,1,91,7,3,1,11,4,3,21,115,0,12,4,28,6,3,12,0,4,0,81,15,0,6,4,3,31,7,2,0,21,0,2,2,0,0,8,13,40,3,7,0,2,0,6,2,22,3,0,0,6,3,8,5,0,0,1,10,0,0,0,4,7,3,3,0,0,0,0,2,0,0,2,2,0,8,0,9,0,3,7,0,0,0,50,22,1,15,2,0,0,0,0,0,14,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,4,0,5,0,0,0,0,2,2,0,0,2,"C"
34,29,59,65,39,6,3,2,37,215,63,18,18,61,3,37,9,21,327,3,11,3,7,19,22,1254,14,5,12,9,14,3,21,5,25,12,11,16,0,6,3,13,159,0,12,23,0,18,57,0,5,6,20,26,184,5,3,8,11,61,35,8,0,8,4,42,8,5,3,8,3,0,9,0,4,16,15,0,14,6,9,0,4,3,0,6,0,7,3,2,17,5,3,0,10,4,1,3,3,21,0,20,6,0,0,3,0,2,8,2,13,0,3,0,5,0,13,3,0,0,0,0,3,2,0,6,0,4,0,0,3,1,2,2,0,0,3,3,0,0,0,9,0,4,0,0,0,0,0,9,0,13,6,2,3,0,0,0,2,0,1,0,0,11,4,0,0,0,12,0,0,0,5,2,0,0,2,2,0,0,0,4,0,0,0,4,28,0,2,0,7,0,0,0,0,2,0,5,0,2,"C"
69,40,83,20,16,11,4,2,67,442,41,42,66,30,7,67,10,3,476,9,10,21,6,28,0,1805,11,6,15,7,12,9,9,0,28,13,16,12,3,7,6,3,237,111,6,22,2,14,65,6,7,16,16,15,329,7,7,8,0,53,89,13,4,21,2,74,10,3,12,8,4,6,12,118,2,12,8,0,10,2,8,3,4,2,69,47,4,29,4,26,25,0,7,0,16,9,5,4,2,10,2,0,11,0,0,0,0,11,3,0,37,2,3,0,6,0,12,5,0,4,0,0,0,3,0,0,7,3,2,0,0,6,0,0,4,0,3,3,0,6,0,7,0,2,4,0,0,0,0,10,2,26,6,0,2,0,0,0,6,0,2,2,0,0,0,0,0,0,0,4,0,0,2,4,4,32,1,2,0,0,0,0,0,8,2,0,8,0,0,0,4,0,8,0,0,1,0,0,0,0,"C"
92,36,70,11,10,9,5,2,70,457,42,24,64,26,6,70,10,5,518,3,10,40,7,0,3,1765,8,5,11,8,12,4,5,2,29,18,11,0,3,4,0,5,304,96,6,14,2,13,44,5,8,18,15,19,353,9,8,6,0,52,44,12,7,22,3,85,9,4,10,6,4,0,13,140,2,0,0,0,8,7,11,7,4,2,67,40,2,26,0,21,0,3,8,0,19,10,12,5,2,11,0,7,12,0,7,0,0,15,3,0,36,2,4,4,6,1,9,2,0,5,0,9,0,0,0,0,0,3,1,0,0,1,0,0,5,0,3,3,0,0,2,0,0,2,2,0,0,0,44,10,3,18,1,3,3,0,0,0,5,0,0,2,2,0,0,0,0,0,0,4,0,0,0,8,5,35,2,3,0,0,0,4,0,0,1,0,1,0,0,0,4,4,8,0,0,0,0,0,0,1,"C"
112,40,72,22,10,7,5,2,40,452,51,37,72,29,8,40,12,5,466,9,9,5,0,17,3,1657,6,0,22,8,12,6,5,1,34,0,16,13,3,3,5,5,245,62,0,0,2,16,0,4,7,15,12,15,375,10,9,10,0,39,109,0,9,18,2,64,9,0,12,7,4,4,10,83,2,6,8,0,6,0,11,3,4,2,75,44,7,25,0,23,25,4,9,0,19,9,7,5,3,11,0,14,0,0,8,5,0,11,4,0,23,4,5,4,6,1,9,3,1,0,0,12,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,40,8,3,0,4,1,0,0,0,0,3,0,5,3,2,5,0,0,0,0,0,2,0,0,2,5,5,36,1,7,0,0,0,4,0,0,3,0,1,0,0,0,4,4,9,0,0,0,0,0,0,1,"C"
44,72,73,340,151,13,5,3,97,325,93,40,56,138,7,97,4,8,371,10,60,7,10,32,24,872,3,4,17,4,5,4,8,99,4,9,41,25,3,0,1,3,370,168,38,10,1,63,54,0,21,20,0,17,526,78,0,4,4,56,37,7,0,6,1,106,9,25,14,10,2,2,17,203,1,41,8,16,4,0,9,0,2,2,128,14,5,0,4,47,0,4,5,0,24,8,18,5,13,10,4,70,30,0,2,29,0,1,3,0,71,0,1,0,6,0,7,3,1,0,0,4,0,0,0,11,0,0,0,0,0,0,3,2,0,8,0,0,3,20,2,0,0,1,0,0,0,0,67,0,0,32,0,0,0,0,0,0,15,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,11,1,0,55,6,5,0,0,3,0,0,0,0,7,0,5,1,"C"
